#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I lov om Det Økonomiske Råd og Det Miljøøkonomiske Råd, jf. lovbekendtgørelse nr. 1054 af 21. august 2007, som ændret ved lov nr. 583 af 18. juni 2012, foretages følgende ændringer:";"1054";"2007";"lov om Det Økonomiske Råd og Det Miljøøkonomiske Råd";"lovbekendtgørelse"
"I biobrændstofloven, jf. lovbekendtgørelse nr. 674 af 21. juni 2011, som ændret ved § 1 i lov nr. 276 af 27. marts 2012 og § 5 i lov nr. 1498 af 23. december 2014, foretages følgende ændringer:";"674";"2011";"biobrændstofloven";"lovbekendtgørelse"
"I lov om elforsyning, jf. lovbekendtgørelse nr. 418 af 25. april 2016, som ændret ved § 1 i lov nr. 466 af 18. maj 2011, § 7 i lov nr. 261 af 16. marts 2016 og § 8 i lov nr. 427 af 18. maj 2016, foretages følgende ændringer:";"418";"2016";"lov om elforsyning";"lovbekendtgørelse"
"I lov om naturgasforsyning, jf. lovbekendtgørelse nr. 1157 af 6. september 2016, som ændret ved § 2 i lov nr. 466 af 18. maj 2011, foretages følgende ændringer:";"1157";"2016";"lov om naturgasforsyning";"lovbekendtgørelse"
"I lov om elforsyning, jf. lovbekendtgørelse nr. 418 af 25. april 2016, som ændret ved § 1 i lov nr. 466 af 18. maj 2011, § 7 i lov nr. 261 af 16. marts 2016 og § 8 i lov nr. 427 af 18. maj 2016, foretages følgende ændringer:";"418";"2016";"lov om elforsyning";"lovbekendtgørelse"
"I lov om fremme af vedvarende energi, jf. lovbekendtgørelse nr. 1288 af 27. oktober 2016, som ændret ved § 1 i lov nr. 576 af 18. juni 2012, lov nr. 1877 af 29. december 2015 og § 7 i lov nr. 427 af 18. maj 2016, foretages følgende ændringer:";"1288";"2016";"lov om fremme af vedvarende energi";"lovbekendtgørelse"
"I elsikkerhedsloven, lov nr. 525 af 29. april 2015, foretages følgende ændringer:";"525";"2015";"elsikkerhedsloven";"lov"
"I lov om kommunal ejendomsskat, jf. lovbekendtgørelse nr. 1104 af 22. august 2013, som ændret ved § 1 i lov nr. 1887 af 29. december 2015, foretages følgende ændring:";"1104";"2013";"lov om kommunal ejendomsskat";"lovbekendtgørelse"
"I lov om kommunal udligning og generelle tilskud til kommuner, jf. lovbekendtgørelse nr. 798 af 24. juni 2013, som ændret senest ved § 9 i lov nr. 132 af 16. februar 2016, foretages følgende ændring:";"798";"2013";"lov om kommunal udligning og generelle tilskud til kommuner";"lovbekendtgørelse"
"I lov om jordbrugets anvendelse af gødning og om plantedække, jf. lovbekendtgørelse nr. 500 af 12. maj 2013, som ændret ved lov nr. 576 af 4. maj 2015, foretages følgende ændring:";"500";"2013";"lov om jordbrugets anvendelse af gødning og om plantedække";"lovbekendtgørelse"
"I lov om elforsyning, jf. lovbekendtgørelse nr. 1329 af 25. november 2013, som ændret bl.a. ved § 1 i lov nr. 633 af 16. juni 2014 og lov nr. 577 af 4. maj 2015 og senest ved § 7 i lov nr. 132 af 16. februar 2016, foretages følgende ændringer:";"1329";"2013";"lov om elforsyning";"lovbekendtgørelse"
"I lov om fremme af vedvarende energi, jf. lovbekendtgørelse nr. 122 af 6. februar 2015, som ændret ved § 1 i lov nr. 576 af 18. juni 2012, § 1 i lov nr. 641 af 12. juni 2013, lov nr. 900 af 4. juli 2013, § 1 i lov nr. 744 af 1. juni 2015 og lov nr. 1877 af 29. december 2015, foretages følgende ændring:";"122";"2015";"lov om fremme af vedvarende energi";"lovbekendtgørelse"
"I lov om Energinet.dk, jf. lovbekendtgørelse nr. 1097 af 8. november 2011, som ændret ved § 3 i lov nr. 575 af 18. juni 2012, § 4 i lov nr. 576 af 18. juni 2012, § 3 i lov nr. 633 af 16. juni 2014 og § 2 i lov nr. 1283 af 24. november 2015, foretages følgende ændring:";"1097";"2011";"lov om Energinet.dk";"lovbekendtgørelse"
"I selskabsloven, jf. lovbekendtgørelse nr. 1089 af 14. september 2015, foretages følgende ændringer:";"1089";"2015";"selskabsloven";"lovbekendtgørelse"
"I lov om visse erhvervsdrivende virksomheder, jf. lovbekendtgørelse nr. 1295 af 15. november 2013, som ændret ved § 2 i lov nr. 616 af 12. juni 2013, § 4 i lov nr. 738 af 1. juni 2015 og § 2 i lov nr. 739 af 1. juni 2015, foretages følgende ændringer:";"1295";"2013";"lov om visse erhvervsdrivende virksomheder";"lovbekendtgørelse"
"I lov om erhvervsdrivende fonde, jf. lov nr. 712 af 25. juni 2014, som ændret ved § 3 i lov nr. 738 af 1. juni 2015, foretages følgende ændringer:";"712";"2014";"lov om erhvervsdrivende fonde";"lov"
"I lov om det europæiske selskab (SE-loven), jf. lovbekendtgørelse nr. 654 af 15. juni 2006, som ændret ved § 6 i lov nr. 516 af 12. juni 2009 og § 8 i lov nr. 634 af 12. juni 2013, foretages følgende ændringer:";"654";"2006";"lov om det europæiske selskab (SE-loven)";"lovbekendtgørelse"
"I lov om administration af Det Europæiske Økonomiske Fællesskabs forordninger om indførelse af europæiske økonomiske firmagrupper, jf. lovbekendtgørelse nr. 281 af 17. april 1997, som ændret ved § 37 i lov nr. 718 af 25. juni 2010, foretages følgende ændringer:";"281";"1997";"lov om administration af Det Europæiske Økonomiske Fællesskabs forordninger om indførelse af europæiske økonomiske firmagrupper";"lovbekendtgørelse"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 182 af 18. februar 2015, som ændret bl.a. ved lov nr. 308 af 28. marts 2015, § 1 i lov nr. 334 af 31. marts 2015 og § 2 i lov nr. 532 af 29. april 2015 og senest ved § 1 i lov nr. 1563 af 15. december 2015, foretages følgende ændringer:";"182";"2015";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I lov om tilsyn med firmapensionskasser, jf. lovbekendtgørelse nr. 953 af 14. august 2015, foretages følgende ændringer:";"953";"2015";"lov om tilsyn med firmapensionskasser";"lovbekendtgørelse"
"I lov om forvaltere af alternative investeringsfonde m.v., jf. lov nr. 598 af 12. juni 2013, som ændret bl.a. ved § 4 i lov nr. 268 af 25. marts 2014, § 5 i lov nr. 1490 af 23. december 2014 og § 7 i lov nr. 532 af 29. april 2015 og senest ved § 6 i lov nr. 1563 af 15 december 2015, foretages følgende ændringer:";"598";"2013";"lov om forvaltere af alternative investeringsfonde m.v.";"lov"
"I lov om Det Centrale Virksomhedsregister, jf. lovbekendtgørelse nr. 653 af 15. juni 2006, som ændret ved § 4 i lov nr. 516 af 12. juni 2009, § 7 i lov nr. 1231 af 18. december 2012 og § 4 i lov nr. 616 af 12. juni 2013, foretages følgende ændringer:";"653";"2006";"lov om Det Centrale Virksomhedsregister";"lovbekendtgørelse"
"I lov om fonde og visse foreninger, jf. lovbekendtgørelse nr. 938 af 20. september 2012, som ændret ved § 3 i lov nr. 634 af 12. juni 2013, § 3 i lov nr. 639 af 12. juni 2013 og lov nr. 734 af 25. juni 2014, foretages følgende ændringer:";"938";"2012";"lov om fonde og visse foreninger";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1255 af 16. november 2015, som ændret senest ved lov nr. 168 af 27. februar 2016, foretages følgende ændring:";"1255";"2015";"retsplejeloven";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 806 af 1. juli 2015, som ændret ved § 1 i lov nr. 1522 af 27. december 2014, § 33 i lov nr. 994 af 30. august 2015, § 1 i lov nr. 1000 af 30. august 2015, § 6 i lov nr. 1569 af 15. december 2015 og § 4 i lov nr. 1868 af 29. december 2015, foretages følgende ændringer:";"806";"2015";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I lov om individuel boligstøtte, jf. lovbekendtgørelse nr. 174 af 24. februar 2016, foretages følgende ændringer:";"174";"2016";"lov om individuel boligstøtte";"lovbekendtgørelse"
"I integrationsloven, jf. lovbekendtgørelse nr. 1094 af 7. oktober 2014, som ændret ved § 66 i lov nr. 1482 af 23. december 2014, § 2 i lov nr. 1488 af 23. december 2014, § 3 i lov nr. 1000 af 30. august 2015 og § 1 i lov nr. 1705 af 21. december 2015, foretages følgende ændringer:";"1094";"2014";"integrationsloven";"lovbekendtgørelse"
"I dagtilbudsloven, jf. lovbekendtgørelse nr. 167 af 20. februar 2015, foretages følgende ændringer:";"167";"2015";"dagtilbudsloven";"lovbekendtgørelse"
"I deltidslov, jf. lovbekendtgørelse nr. 815 af 26. september 2002, foretages følgende ændringer:";"815";"2002";"deltidslov";"lovbekendtgørelse"
"I lov om inddrivelse af gæld til det offentlige, jf. lovbekendtgørelse nr. 29 af 12. januar 2015, som ændret ved lov nr. 1253 af 17. november 2015, foretages følgende ændringer:";"29";"2015";"lov om inddrivelse af gæld til det offentlige";"lovbekendtgørelse"
"I lov om en børne- og ungeydelse, jf. lovbekendtgørelse nr. 964 af 19. september 2011, som ændret bl.a. ved § 2 i lov nr. 920 af 18. september 2012 og senest ved § 2 i lov nr. 999 af 30. august 2015, foretages følgende ændringer:";"964";"2011";"lov om en børne- og ungeydelse";"lovbekendtgørelse"
"I opkrævningsloven, jf. lovbekendtgørelse nr. 1180 af 30. september 2015, foretages følgende ændring:";"1180";"2015";"opkrævningsloven";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1278 af 18. november 2015, foretages følgende ændringer:";"1278";"2015";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om friplejeboliger, jf. lovbekendtgørelse nr. 1058 af 31. august 2015, foretages følgende ændring:";"1058";"2015";"lov om friplejeboliger";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 806 af 1. juli 2015, som ændret ved § 1 i lov nr. 1522 af 27. december 2014, § 33 i lov nr. 994 af 30. august 2015, § 1 i lov nr. 1000 af 30. august 2015, § 6 i lov nr. 1569 af 15. december 2015 og § 4 i lov nr. 1868 af 29. december 2015, foretages følgende ændringer:";"806";"2015";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I integrationsloven, jf. lovbekendtgørelse nr. 1094 af 7. oktober 2014, som ændret ved § 66 i lov nr. 1482 af 23. december 2014, § 2 i lov nr. 1488 af 23. december 2014, § 3 i lov nr. 1000 af 30. august 2015 og § 1 i lov nr. 1705 af 21. december 2015, foretages følgende ændringer:";"1094";"2014";"integrationsloven";"lovbekendtgørelse"
"I lov om danskuddannelse til voksne udlændinge m.fl., jf. lovbekendtgørelse nr. 772 af 10. juni 2015, som ændret ved § 23 i lov nr. 1871 af 29. december 2015, foretages følgende ændringer:";"772";"2015";"lov om danskuddannelse til voksne udlændinge m.fl.";"lovbekendtgørelse"
"I lov om en aktiv beskæftigelsesindsats, jf. lovbekendtgørelse nr. 807 af 1. juli 2015, som ændret ved § 35 i lov nr. 994 af 30. august 2015, § 2 i lov nr. 1000 af 30. august 2015, § 2 i lov nr. 1868 af 29. december 2015 og § 1 i lov nr. 1875 af 29. december 2015, foretages følgende ændringer:";"807";"2015";"lov om en aktiv beskæftigelsesindsats";"lovbekendtgørelse"
"I lov om frikommuner m.v., jf. lovbekendtgørelse nr. 1027 af 20. august 2013, som ændret ved § 7 i lov nr. 555 af 2. juni 2014, lov nr. 1380 af 16. december 2014 og § 12 i lov nr. 1000 af 30. august 2015, foretages følgende ændring:";"1027";"2013";"lov om frikommuner m.v.";"lovbekendtgørelse"
"I lov om ophavsret, jf. lovbekendtgørelse nr. 1144 af 23. oktober 2014, foretages følgende ændringer:";"1144";"2014";"lov om ophavsret";"lovbekendtgørelse"
"I toldloven, jf. lovbekendtgørelse nr. 867 af 13. september 2005, som ændret bl.a. ved § 4 i lov nr. 513 af 7. juni 2006, lov nr. 1573 af 20. december 2006 og § 121 i lov nr. 1336 af 19. december 2008 og senest ved § 2 i lov nr. 1881 af 29. december 2015, foretages følgende ændringer:";"867";"2005";"toldloven";"lovbekendtgørelse"
"I momsloven, jf. lovbekendtgørelse nr. 106 af 23. januar 2013, som ændret bl.a. ved § 2 i lov nr. 1637 af 26. december 2013, § 19 i lov nr. 1532 af 27. december 2014 og § 3 i lov nr. 578 af 4. maj 2015 og senest ved § 1 i lov nr. 1888 af 29. december 2015, foretages følgende ændringer:";"106";"2013";"momsloven";"lovbekendtgørelse"
"I opkrævningsloven, jf. lovbekendtgørelse nr. 1180 af 30. september 2015, som ændret ved § 3 i lov nr. 298 af 22. marts 2016, foretages følgende ændringer:";"1180";"2015";"opkrævningsloven";"lovbekendtgørelse"
"I lov om betalingstjenester og elektroniske penge, jf. lovbekendtgørelse nr. 613 af 24. april 2015, som ændret ved lov nr. 1410 af 4. december 2015, foretages følgende ændringer:";"613";"2015";"lov om betalingstjenester og elektroniske penge";"lovbekendtgørelse"
"I lov om våben og eksplosivstoffer, jf. lovbekendtgørelse nr. 1005 af 22. oktober 2012, som ændret bl.a. ved § 3 i lov nr. 733 af 25. juni 2014 og senest ved lov nr. 736 af 25. juni 2014, foretages følgende ændringer:";"1005";"2012";"lov om våben og eksplosivstoffer";"lovbekendtgørelse"
"I lov om udlevering af lovovertrædere, jf. lovbekendt­gørelse nr. 833 af 25. august 2005, som ændret senest ved § 3 i lov nr. 428 af 1. maj 2013, foretages følgende ændringer:";"833";"2005";"lov om udlevering af lovovertrædere";"lovbekendt­gørelse"
"I lov om fuldbyrdelse af visse strafferetlige afgørelser i Den Europæiske Union, jf. lovbekendtgørelse nr. 213 af 22. februar 2013, som ændret ved § 2 i lov nr. 1572 af 15. december 2015, foretages følgende ændring:";"213";"2013";"lov om fuldbyrdelse af visse strafferetlige afgørelser i Den Europæiske Union";"lovbekendtgørelse"
"I lov om international fuldbyrdelse af straf m.v., jf. lovbekendtgørelse nr. 740 af 18. juli 2005, som ændret ved § 2 i lov nr. 428 af 1. maj 2013, foretages følgende ændringer:";"740";"2005";"lov om international fuldbyrdelse af straf m.v.";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1255 af 16. november 2015, som ændret senest ved § 2 i lov nr. 263 af 16. marts 2016, foretages følgende ændringer:";"1255";"2015";"retsplejeloven";"lovbekendtgørelse"
"I lov om international fuldbyrdelse af forældre­myn­digheds­afgørelser m.v. (internationale børnebortførelser), jf. lov­bekendtgørelse nr. 375 af 6. april 2010, foretages følgende ændringer:";"375";"2010";"lov om international fuldbyrdelse af forældre­myn­digheds­afgørelser m.v. (internationale børnebortførelser)";"lov­bekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 1284 af 17. november 2015, som ændret senest ved lov nr. 171 af 27. februar 2016, foretages følgende ændringer:";"1284";"2015";"lov om social service";"lovbekendtgørelse"
"I lov om retssikkerhed og administration på det sociale område, jf. lovbekendtgørelse nr. 1052 af 8. september 2015, som ændret ved § 37 i lov nr. 994 af 30. august 2015 og § 9 i lov nr. 1741 af 22. december 2015, foretages følgende ændringer:";"1052";"2015";"lov om retssikkerhed og administration på det sociale område";"lovbekendtgørelse"
"I integrationsloven, jf. lovbekendtgørelse nr. 1094 af 7. oktober 2014, som ændret bl.a. ved § 4 i lov nr. 296 af 22. marts 2016 og senest ved § 2 i lov nr. 300 af 22. marts 2016, foretages følgende ændring:";"1094";"2014";"integrationsloven";"lovbekendtgørelse"
"I repatrieringsloven, jf. lovbekendtgørelse nr. 1099 af 7. oktober 2014, foretages følgende ændring:";"1099";"2014";"repatrieringsloven";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1278 af 18. november 2015, som ændret ved § 1 i lov nr. 299 af 22. marts 2016, foretages følgende ændring:";"1278";"2015";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om boliger for ældre og personer med handicap, jf. lovbekendtgørelse nr. 666 af 17. juni 2010, som ændret ved § 24 i lov nr. 493 af 21. maj 2013 og § 9 i lov nr. 722 af 10. juni 2014, foretages følgende ændring:";"666";"2010";"lov om boliger for ældre og personer med handicap";"lovbekendtgørelse"
"I lov om friplejeboliger, jf. lovbekendtgørelse nr. 1058 af 31. august 2015, som ændret ved § 2 i lov nr. 299 af 22. marts 2016, foretages følgende ændring:";"1058";"2015";"lov om friplejeboliger";"lovbekendtgørelse"
"I lov om danskuddannelse til voksne udlændinge m.fl., jf. lovbekendtgørelse nr. 772 af 10. juni 2015, som ændret ved § 23 i lov nr. 1871 af 29. december 2015 og § 3 i lov nr. 300 af 22. marts 2016, foretages følgende ændring:";"772";"2015";"lov om danskuddannelse til voksne udlændinge m.fl.";"lovbekendtgørelse"
"I lov om valg af danske medlemmer til Europa-Parlamentet, jf. lovbekendtgørelse nr. 368 af 10. april 2014, som ændret ved § 2 i lov nr. 312 af 29. marts 2014 og § 2 i lov nr. 1742 af 22. december 2015, foretages følgende ændringer:";"368";"2014";"lov om valg af danske medlemmer til Europa-Parlamentet";"lovbekendtgørelse"
"I lov om kommunale og regionale valg, jf. lovbekendtgørelse nr. 363 af 2. april 2014, som ændret ved § 3 i lov nr. 1742 af 22. december 2015, foretages følgende ændringer:";"363";"2014";"lov om kommunale og regionale valg";"lovbekendtgørelse"
"I lov om euforiserende stoffer, jf. lovbekendtgørelse nr. 748 af 1. juli 2008, som ændret ved lov nr. 163 af 28. februar 2012 og lov nr. 606 af 18. juni 2012, foretages følgende ændring:";"748";"2008";"lov om euforiserende stoffer";"lovbekendtgørelse"
"I sundhedsloven, jf. lovbekendtgørelse nr. 1202 af 14. november 2014, som ændret senest ved lov nr. 129 af 16. februar 2016, foretages følgende ændringer:";"1202";"2014";"sundhedsloven";"lovbekendtgørelse"
"I lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, jf. lovbekendtgørelse nr. 877 af 4. august 2011, som ændret ved § 1 i lov nr. 361 af 9. april 2013, § 3 i lov nr. 519 af 26. maj 2014 og § 2 i lov nr. 1536 af 27. december 2014, foretages følgende ændringer:";"877";"2011";"lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed";"lovbekendtgørelse"
"I færdselsloven, jf. lovbekendtgørelse nr. 1386 af 11. december 2013, som ændret bl.a. ved lov nr. 372 af 14. april 2014, lov nr. 457 af 14. maj 2014 og lov nr. 1494 af 23. december 2014 og senest ved lov nr. 154 af 18. februar 2015, foretages følgende ændringer:";"1386";"2013";"færdselsloven";"lovbekendtgørelse"
"I færdselsloven, jf. lovbekendtgørelse nr. 1386 af 11. december 2013, som ændret senest ved lov nr. 154 af 18. februar 2015, foretages følgende ændringer:";"1386";"2013";"færdselsloven";"lovbekendtgørelse"
"I lov om godkendelse og syn af køretøjer, jf. lovbekendtgørelse nr. 959 af 24. september 2012, foretages følgende ændringer:";"959";"2012";"lov om godkendelse og syn af køretøjer";"lovbekendtgørelse"
"I byggeloven, jf. lovbekendtgørelse nr. 1185 af 14. oktober 2010, som ændret bl.a. ved § 3 i lov nr. 389 af 2. maj 2012, § 3 i lov nr. 577 af 18. juni 2012, § 1 i lov nr. 640 af 12. juni 2013, § 2 i lov nr. 552 af 2. juni 2014 og § 2 i lov nr. 1530 af 27. december 2014 og senest ved § 2 i lov nr. 745 af 1. juni 2015, foretages følgende ændringer:";"1185";"2010";"byggeloven";"lovbekendtgørelse"
"I lov om arbejdsskadesikring, jf. lovbekendtgørelse nr. 278 af 14. marts 2013, som ændret ved § 6 i lov nr. 472 af 13. maj 2013, § 8 i lov nr. 615 af 12. juni 2013, § 5 i lov nr. 639 af 12. juni 2013, § 16 i lov nr. 268 af 25. marts 2014, § 17 i lov nr. 403 af 28. april 2014, § 8 i lov nr. 1490 af 23. december 2014 og § 2 i lov nr. 1810 af 23. december 2015, foretages følgende ændringer:";"278";"2013";"lov om arbejdsskadesikring";"lovbekendtgørelse"
"I lov om erstatning til tilskadekomne værnepligtige m.fl., jf. lovbekendtgørelse nr. 284 af 14. marts 2013, foretages følgende ændringer:";"284";"2013";"lov om erstatning til tilskadekomne værnepligtige m.fl.";"lovbekendtgørelse"
"I lov om erstatning til besættelsestidens ofre, jf. lovbekendtgørelse nr. 279 af 14. marts 2013, foretages følgende ændring:";"279";"2013";"lov om erstatning til besættelsestidens ofre";"lovbekendtgørelse"
"I lov om tillæg til lov om erstatning til besættelsestidens ofre, jf. lovbekendtgørelse nr. 283 af 14. marts 2013, foretages følgende ændring:";"283";"2013";"lov om tillæg til lov om erstatning til besættelsestidens ofre";"lovbekendtgørelse"
"I lov om tillæg til lov nr. 475 af 1. oktober 1945 om erstatning til besættelsestidens ofre, jf. lovbekendtgørelse nr. 282 af 14. marts 2013, foretages følgende ændring:";"282";"2013";"lov om tillæg til lov nr. 475 af 1. oktober 1945 om erstatning til besættelsestidens ofre";"lovbekendtgørelse"
"I lov om arbejdsmiljø, jf. lovbekendtgørelse nr. 1072 af 7. september 2010, som ændret bl.a. ved lov nr. 1538 af 21. december 2010 og lov nr. 54 af 27. januar 2015 og senest ved lov nr. 1869 af 29. december 2015, foretages følgende ændringer:";"1072";"2010";"lov om arbejdsmiljø";"lovbekendtgørelse"
"I lov om seniorjob, jf. lovbekendtgørelse nr. 1090 af 15. september 2015, foretages følgende ændring:";"1090";"2015";"lov om seniorjob";"lovbekendtgørelse"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 182 af 18. februar 2015, som ændret senest ved § 7 i lov nr. 262 af 16. marts 2016, foretages følgende ændringer:";"182";"2015";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I lov om forsvarets personel, jf. lovbekendtgørelse nr. 667 af 20. juni 2006, som ændret ved § 3 i lov nr. 1264 af 16. december 2009, foretages følgende ændring:";"667";"2006";"lov om forsvarets personel";"lovbekendtgørelse"
"I lov om erstatningsansvar, jf. lovbekendtgørelse nr. 266 af 21. marts 2014, som ændret ved lov nr. 1493 af 23. december 2014, foretages følgende ændring:";"266";"2014";"lov om erstatningsansvar";"lovbekendtgørelse"
"I lov om klage- og erstatningsadgang inden for sundhedsvæsenet, jf. lovbekendtgørelse nr. 1113 af 7. november 2011, som ændret senest ved § 8 i lov nr. 742 af 1. juni 2015, foretages følgende ændring:";"1113";"2011";"lov om klage- og erstatningsadgang inden for sundhedsvæsenet";"lovbekendtgørelse"
"I selskabsskatteloven, jf. lovbekendtgørelse nr. 680 af 20. maj 2015, som ændret ved § 2 i lov nr. 998 af 30. august 2015, foretages følgende ændring:";"680";"2015";"selskabsskatteloven";"lovbekendtgørelse"
"I opkrævningsloven, jf. lovbekendtgørelse nr. 1180 af 30. september 2015, som ændret senest ved § 3 i lov nr. 322 af 5. april 2016, foretages følgende ændring:";"1180";"2015";"opkrævningsloven";"lovbekendtgørelse"
"I lov om retssikkerhed og administration på det sociale område, jf. lovbekendtgørelse nr. 1052 af 8. september 2015, som ændret senest ved § 9 i lov nr. 1741 af 22. december 2015, foretages følgende ændring:";"1052";"2015";"lov om retssikkerhed og administration på det sociale område";"lovbekendtgørelse"
"I lov om fremme af vedvarende energi, jf. lovbekendtgørelse nr. 122 af 6. februar 2015, som ændret bl.a. ved lov nr. 900 af 4. juli 2013, § 1 i lov nr. 744 af 1. juni 2015 og lov nr. 1877 af 29. december 2015 og senest ved § 8 i lov nr. 261 af 16. marts 2016, foretages følgende ændringer:";"122";"2015";"lov om fremme af vedvarende energi";"lovbekendtgørelse"
"I lov om søfarendes ansættelsesforhold m.v., jf. lovbekendtgørelse nr. 73 af 17. januar 2014, som ændret ved § 3 i lov nr. 251 af 30. marts 2011, § 4 i lov nr. 724 af 25. juni 2014 og § 4 i lov nr. 740 af 1. juni 2015, foretages følgende ændringer:";"73";"2014";"lov om søfarendes ansættelsesforhold m.v.";"lovbekendtgørelse"
"I lov om sikkerhed til søs, jf. lovbekendtgørelse nr. 72 af 17. januar 2014, som ændret ved § 5 i lov nr. 1384 af 23. december 2012, § 3 i lov nr. 618 af 12. juni 2013 og § 1 i lov nr. 724 af 25. juni 2014, foretages følgende ændringer:";"72";"2014";"lov om sikkerhed til søs";"lovbekendtgørelse"
"I søloven, jf. lovbekendtgørelse nr. 75 af 17. januar 2014, som ændret bl.a. ved lov nr. 599 af 24. juni 2005, § 1 i lov nr. 249 af 21. marts 2012 og § 1 i lov nr. 1384 af 23. december 2012 og senest ved § 3 i lov nr. 740 af 1. juni 2015, foretages følgende ændringer:";"75";"2014";"søloven";"lovbekendtgørelse"
"I lov om dykkerarbejde og dykkermateriel m.v., jf. lovbekendtgørelse nr. 69 af 17. januar 2014, foretages følgende ændring:";"69";"2014";"lov om dykkerarbejde og dykkermateriel m.v.";"lovbekendtgørelse"
"I lov om skibes besætning, jf. lovbekendtgørelse nr. 74 af 17. januar 2014, foretages følgende ændringer:";"74";"2014";"lov om skibes besætning";"lovbekendtgørelse"
"I universitetsloven, jf. lovbekendtgørelse nr. 261 af 18. marts 2015, foretages følgende ændringer:";"261";"2015";"universitetsloven";"lovbekendtgørelse"
"I lov om erhvervsakademiuddannelser og professionsbacheloruddannelser, jf. lovbekendtgørelse nr. 1147 af 23. oktober 2014, som ændret ved § 2 i lov nr. 633 af 12. maj 2015, foretages følgende ændringer:";"1147";"2014";"lov om erhvervsakademiuddannelser og professionsbacheloruddannelser";"lovbekendtgørelse"
"I lov om videregående kunstneriske uddannelsesinstitutioner, jf. lovbekendtgørelse nr. 59 af 26. januar 2015, foretages følgende ændring:";"59";"2015";"lov om videregående kunstneriske uddannelsesinstitutioner";"lovbekendtgørelse"
"I lov om maritime uddannelser, jf. lovbekendtgørelse nr. 660 af 16. maj 2015, foretages følgende ændring:";"660";"2015";"lov om maritime uddannelser";"lovbekendtgørelse"
"I lov om lægemidler, jf. lovbekendtgørelse nr. 506 af 20. april 2013, som ændret ved § 1 i lov nr. 518 af 26. maj 2014 og § 2 i lov nr. 542 af 24. april 2015, foretages følgende ændring:";"506";"2013";"lov om lægemidler";"lovbekendtgørelse"
"I lov om arbejdsmiljø, jf. lovbekendtgørelse nr. 1072 af 7. september 2010, som ændret ved senest ved § 7 i lov nr. 395 af 2. maj 2016, foretages følgende ændringer:";"1072";"2010";"lov om arbejdsmiljø";"lovbekendtgørelse"
"I lov om sikkerhed til søs, jf. lovbekendtgørelse nr. 72 af 17. januar 2014, som ændret senest ved § 1 i lov nr. 724 af 25. juni 2014, foretages følgende ændringer:";"72";"2014";"lov om sikkerhed til søs";"lovbekendtgørelse"
"I lov om luftfart, jf. lovbekendtgørelse nr. 1036 af 28. august 2013, som ændret senest ved lov nr. 1896 af 29. december 2015, foretages følgende ændringer:";"1036";"2013";"lov om luftfart";"lovbekendtgørelse"
"I offshoresikkerhedsloven, jf. lovbekendtgørelse nr. 831 af 1. juli 2015, foretages følgende ændringer:";"831";"2015";"offshoresikkerhedsloven";"lovbekendtgørelse"
"I lov om miljøgodkendelse m.v. af husdyrbrug, jf. lovbekendtgørelse nr. 868 af 3. juli 2015, som ændret ved § 15 i lov nr. 132 af 16. februar 2016, foretages følgende ændringer:";"868";"2015";"lov om miljøgodkendelse m.v. af husdyrbrug";"lovbekendtgørelse"
"I lov om beskyttelse af havmiljøet, jf. lovbekendtgørelse nr. 1616 af 10. december 2015, som ændret ved § 2 i lov nr. 1499 af 23. december 2014, foretages følgende ændringer:";"1616";"2015";"lov om beskyttelse af havmiljøet";"lovbekendtgørelse"
"I lov om råstoffer, jf. lovbekendtgørelse nr. 1585 af 10. december 2015, som ændret ved § 6 i lov nr. 1631 af 26. december 2013, foretages følgende ændringer:";"1585";"2015";"lov om råstoffer";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 1529 af 23. november 2015, som ændret ved § 1 i lov nr. 179 af 24. februar 2015, § 1 i lov nr. 1879 af 29. december 2015 og § 2 i lov nr. 1705 af 21. december 2015, foretages følgende ændringer:";"1529";"2015";"lov om planlægning";"lovbekendtgørelse"
