#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret bl.a. ved lov nr. 572 af 31. maj 2010, lov nr. 1616 af 26. december 2013 og § 1 i lov nr. 1488 af 23. december 2014 og senest ved § 2 i lov nr. 176 af 24. februar 2015, foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I lov om retsforholdet mellem arbejdsgivere og funktionærer, jf. lovbekendtgørelse nr. 81 af 3. februar 2009, som ændret ved § 5 i lov nr. 647 af 12. juni 2013, foretages følgende ændring:";"81";"2009";"lov om retsforholdet mellem arbejdsgivere og funktionærer";"lovbekendtgørelse"
"I lov om retssikkerhed og administration på det sociale område, jf. lovbekendtgørelse nr. 1019 af 23. september 2014, som ændret ved § 7 i lov nr. 1486 af 23. december 2014, foretages følgende ændringer:";"1019";"2014";"lov om retssikkerhed og administration på det sociale område";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 1193 af 13. november 2014, som ændret senest ved § 27 i lov nr. 174 af 24. februar 2015, foretages følgende ændringer:";"1193";"2014";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I lov om fleksydelse, jf. lovbekendtgørelse nr. 943 af 25. august 2014, som ændret ved § 65 i lov nr. 1482 af 23. december 2014 og § 5 i lov nr. 1531 af 27. december 2014, foretages følgende ændringer:";"943";"2014";"lov om fleksydelse";"lovbekendtgørelse"
"I lov om delpension, jf. lovbekendtgørelse nr. 940 af 25. august 2014, som ændret ved § 6 i lov nr. 1531 af 27. december 2014, foretages følgende ændringer:";"940";"2014";"lov om delpension";"lovbekendtgørelse"
"I sundhedsloven, jf. lovbekendtgørelse nr. 1202 af 14. november 2014, som ændret ved § 1 i lov nr. 1536 af 27. december 2014 og lov nr. 1537 af 27. december 2014, foretages følgende ændringer:";"1202";"2014";"sundhedsloven";"lovbekendtgørelse"
"I lov om klage- og erstatningsadgang inden for sundhedsvæsenet, jf. lovbekendtgørelse nr. 1113 af 7. november 2011, som ændret bl.a. ved lov nr. 1257 af 18. december 2012 og senest ved § 2 i lov nr. 743 af 25. juni 2014, foretages følgende ændringer:";"1113";"2011";"lov om klage- og erstatningsadgang inden for sundhedsvæsenet";"lovbekendtgørelse"
"I postloven, lov nr. 1536 af 21. december 2010, som ændret ved lov nr. 172 af 26. februar 2014, foretages følgende ændring:";"1536";"2010";"postloven";"lov"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1308 af 9. december 2014, som ændret ved § 1 i lov nr. 1242 af 18. december 2012, § 3 i lov nr. 176 af 24. februar 2015 og § 2 i lov nr. 270 af 25. marts 2015, foretages følgende ændringer:";"1308";"2014";"retsplejeloven";"lovbekendtgørelse"
"I lov om fyrværkeri og andre pyrotekniske artikler, jf. lovbekendtgørelse nr. 363 af 9. april 2013, som ændret ved lov nr. 267 af 25. marts 2014, foretages følgende ændring:";"363";"2013";"lov om fyrværkeri og andre pyrotekniske artikler";"lovbekendtgørelse"
"I lov om gasinstallationer og gasmateriel, jf. lovbekendtgørelse nr. 556 af 2. juni 2014, foretages følgende ændring:";"556";"2014";"lov om gasinstallationer og gasmateriel";"lovbekendtgørelse"
"I lov om erhvervsfremme og regional udvikling, jf. lovbekendtgørelse nr. 1715 af 16. december 2010, som ændret ved § 18 i lov nr. 1231 af 18. december 2012, § 1 i lov nr. 80 af 28. januar 2014, lov nr. 313 af 29. marts 2014 og § 13 i lov nr. 1359 af 16. december 2014, foretages følgende ændring:";"1715";"2010";"lov om erhvervsfremme og regional udvikling";"lovbekendtgørelse"
"I lov om friplejeboliger, jf. lovbekendtgørelse nr. 897 af 17. august 2011, som ændret ved § 24 i lov nr. 326 af 11. april 2012, § 2 i lov nr. 1097 af 28. november 2012, § 23 i lov nr. 493 af 21. maj 2013 og § 10 i lov nr. 722 af 25. juni 2014, foretages følgende ændringer:";"897";"2011";"lov om friplejeboliger";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1023 af 21. august 2013, som ændret senest ved lov nr. 224 af 3. marts 2015, foretages følgende ændringer:";"1023";"2013";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 150 af 16. februar 2015, som ændret ved § 1 i lov nr. 495 af 21. maj 2013 og § 1 i lov nr. 722 af 25. juni 2014, foretages følgende ændring:";"150";"2015";"lov om social service";"lovbekendtgørelse"
"I lov om individuel boligstøtte, jf. lovbekendtgørelse nr. 158 af 18. februar 2015, som ændret ved § 3 i lov nr. 574 af 10. juni 2014 og § 2 i lov nr. 1523 af 27. december 2014, foretages følgende ændringer:";"158";"2015";"lov om individuel boligstøtte";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1023 af 21. august 2013, som ændret senest ved lov nr. 224 af 3. marts 2015, foretages følgende ændringer:";"1023";"2013";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om individuel boligstøtte, jf. lovbekendtgørelse nr. 158 af 18. februar 2015, som ændret ved § 3 i lov nr. 574 af 10. juni 2014 og § 2 i lov nr. 1523 af 27. december 2014, foretages følgende ændringer:";"158";"2015";"lov om individuel boligstøtte";"lovbekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 150 af 16. februar 2015, som ændret ved § 1 i lov nr. 495 af 21. maj 2013 og § 1 i lov nr. 722 af 25. juni 2014, foretages følgende ændringer:";"150";"2015";"lov om social service";"lovbekendtgørelse"
"I lov om retssikkerhed og administration på det sociale område, jf. lovbekendtgørelse nr. 1019 af 23. september 2014, som ændret ved § 7 i lov nr. 1486 af 23. december 2014, foretages følgende ændring:";"1019";"2014";"lov om retssikkerhed og administration på det sociale område";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 1193 af 13. november 2014, som ændret senest ved § 1 i lov nr. 1522 af 27. december 2014, foretages følgende ændringer:";"1193";"2014";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I adoptionsloven, jf. lovbekendtgørelse nr. 1084 af 7. oktober 2014, som ændret ved § 1 i lov nr. 1525 af 27. december 2014, foretages følgende ændringer:";"1084";"2014";"adoptionsloven";"lovbekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 150 af 16. februar 2015, som ændret ved § 1 i lov nr. 495 af 21. maj 2013 og § 1 i lov nr. 722 af 25. juni 2014, foretages følgende ændringer:";"150";"2015";"lov om social service";"lovbekendtgørelse"
"I forældreansvarsloven, jf. lovbekendtgørelse nr. 1085 af 7. oktober 2014, som ændret ved § 2 i lov nr. 1525 af 27. december 2014 og § 1 i lov nr. 270 af 25. marts 2015, foretages følgende ændring:";"1085";"2014";"forældreansvarsloven";"lovbekendtgørelse"
"I lov om retssikkerhed og administration på det sociale område, jf. lovbekendtgørelse nr. 1019 af 23. september 2014, som ændret ved § 7 i lov nr. 1486 af 23. december 2014, foretages følgende ændring:";"1019";"2014";"lov om retssikkerhed og administration på det sociale område";"lovbekendtgørelse"
"I lov om en rejsegarantifond, jf. lovbekendtgørelse nr. 1192 af 8. december 2009, foretages følgende ændringer:";"1192";"2009";"lov om en rejsegarantifond";"lovbekendtgørelse"
"I lov om værdipapirhandel m.v., jf. lovbekendtgørelse nr. 831 af 12. juni 2014, som ændret ved § 2 i lov nr. 1490 af 23. december 2014 og § 4 i lov nr. 334 af 31. marts 2015, foretages følgende ændringer:";"831";"2014";"lov om værdipapirhandel m.v.";"lovbekendtgørelse"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 182 af 18. februar 2015, som ændret ved § 2 i lov nr. 512 af 17. juni 2008, § 1 i lov nr. 268 af 25. marts 2014, § 1 i lov nr. 403 af 28. april 2014, § 1 i lov nr. 1490 af 23. december 2014, lov nr. 308 af 28. marts 2015 og § 1 i lov nr. 334 af 31. marts 2015, foretages følgende ændringer:";"182";"2015";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I lov om kreditaftaler, jf. lovbekendtgørelse nr. 347 af 2. april 2014, som ændret ved § 6 i lov nr. 737 af 25. juni 2014, foretages følgende ændringer:";"347";"2014";"lov om kreditaftaler";"lovbekendtgørelse"
"I lov om realkreditlån og realkreditobligationer m.v., jf. lovbekendtgørelse nr. 850 af 25. juni 2014, som ændret ved § 1 i lov nr. 244 af 19. marts 2014 og § 11 i lov nr. 1490 af 23. december 2014, foretages følgende ændringer:";"850";"2014";"lov om realkreditlån og realkreditobligationer m.v.";"lovbekendtgørelse"
"I lov om tilsyn med firmapensionskasser, jf. lovbekendtgørelse nr. 1561 af 19. december 2007, som ændret bl.a. ved § 2 i lov nr. 615 af 12. juni 2013 og § 5 i lov nr. 268 af 25. marts 2014 og senest ved § 6 i lov nr. 1490 af 23. december 2014, foretages følgende ændringer:";"1561";"2007";"lov om tilsyn med firmapensionskasser";"lovbekendtgørelse"
"I lov om forsikringsformidling, jf. lovbekendtgørelse nr. 1065 af 22. august 2013, som ændret ved § 10 i lov nr. 268 af 25. marts 2014 og § 11 i lov nr. 403 af 28. april 2014, foretages følgende ændring:";"1065";"2013";"lov om forsikringsformidling";"lovbekendtgørelse"
"I lov om Vækstfonden, jf. lovbekendtgørelse nr. 549 af 1. juli 2002, som ændret senest ved lov nr. 1233 af 18. december 2012, foretages følgende ændring:";"549";"2002";"lov om Vækstfonden";"lovbekendtgørelse"
"I lov om en garantifond for indskydere og invenstorer, jf. lovbekendtgørelse nr. 1271 af 4. november 2013, som ændret ved § 14 i lov nr. 403 af 28. april 2014 og § 3 i lov nr. 334 af 31. marts 2015, foretages følgende ændring:";"1271";"2013";"lov om en garantifond for indskydere og invenstorer";"lovbekendtgørelse"
"I dyreværnsloven, jf. lovbekendtgørelse nr. 473 af 15. maj 2014, foretages følgende ændringer:";"473";"2014";"dyreværnsloven";"lovbekendtgørelse"
"I lov om dyrlæger, jf. lovbekendtgørelse nr. 464 af 15. maj 2014, foretages følgende ændringer:";"464";"2014";"lov om dyrlæger";"lovbekendtgørelse"
"I lov om dansk indfødsret, jf. lovbekendtgørelse nr. 422 af 7. juni 2004, som ændret bl.a. ved lov nr. 729 af 25. juni 2014 og senest ved § 3 i lov nr. 1525 af 27. december 2014, foretages følgende ændringer:";"422";"2004";"lov om dansk indfødsret";"lovbekendtgørelse"
"I lov om anvendelse af Danmarks undergrund, jf. lovbekendtgørelse nr. 960 af 13. september 2011, foretages følgende ændringer:";"960";"2011";"lov om anvendelse af Danmarks undergrund";"lovbekendtgørelse"
"I lov om fremme af dopingfri idræt, jf. lovbekendtgørelse nr. 116 af 31. januar 2015, foretages følgende ændringer:";"116";"2015";"lov om fremme af dopingfri idræt";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1041 af 15. september 2014, som ændret senest ved § 5 i lov nr. 334 af 31. marts 2015, foretages følgende ændringer:";"1041";"2014";"ligningsloven";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 879 af 26. juni 2010, som ændret bl.a. ved § 1 i lov nr. 446 af 23. maj 2012 og senest ved § 2 i lov nr. 177 af 24. februar 2015, foretages følgende ændringer:";"879";"2010";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 587 af 27. maj 2013, som ændret senest ved § 1 i lov nr. 221 af 3. marts 2015, foretages følgende ændringer:";"587";"2013";"lov om planlægning";"lovbekendtgørelse"
"I lov om vandforsyning m.v., jf. lovbekendtgørelse nr. 1199 af 30. september 2013, som ændret ved § 1 i lov nr. 1631 af 26. december 2013, § 11 i lov nr. 86 af 28. januar 2014 og § 144 i lov nr. 1520 af 27. december 2014, foretages følgende ændringer:";"1199";"2013";"lov om vandforsyning m.v.";"lovbekendtgørelse"
"I lov om afgift af ledningsført vand, jf. lovbekendtgørelse nr. 962 af 27. juni 2013, som ændret ved § 8 i lov nr. 924 af 18. september 2012 og § 14 i lov nr. 1634 af 26. december 2013, foretages følgende ændring:";"962";"2013";"lov om afgift af ledningsført vand";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 587 af 27. maj 2013, som ændret bl.a. ved § 3 i lov rn. 1630 af 26. december 2013 og senest ved § 1 i lov nr. 221 af 3. marts 2015, foretages følgende ændringer:";"587";"2013";"lov om planlægning";"lovbekendtgørelse"
"I lov om arbejdsmiljø, jf. lovbekendtgørelse nr. 1072 af 7. september 2010, som ændret bl.a. ved lov nr. 597 af 14. juni 2011 og § 30 i lov nr. 155 af 20. februar 2013 og senest ved § 9 i lov nr. 736 af 25. juni 2014, foretages følgende ændringer:";"1072";"2010";"lov om arbejdsmiljø";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1041 af 15. september 2014, som ændret bl.a. ved § 10 i lov nr. 202 af 27. februar 2015 og senest ved § 5 i lov nr. 334 af 31. marts 2015, foretages følgende ændringer:";"1041";"2014";"ligningsloven";"lovbekendtgørelse"
"I boafgiftsloven, jf. lovbekendtgørelse nr. 47 af 12. januar 2015, foretages følgende ændring:";"47";"2015";"boafgiftsloven";"lovbekendtgørelse"
"I fondsbeskatningsloven, jf. lovbekendtgørelse nr. 934 af 14. august 2014, som ændret ved § 2 i lov nr. 1374 af 16. december 2014 og § 1 i lov nr. 1375 af 16. december 2014, foretages følgende ændring:";"934";"2014";"fondsbeskatningsloven";"lovbekendtgørelse"
"I skatteforvaltningsloven, jf. lovbekendtgørelse nr. 175 af 23. februar 2011, som ændret senest ved § 1 i lov nr. 1500 af 23. december 2014, foretages følgende ændringer:";"175";"2011";"skatteforvaltningsloven";"lovbekendtgørelse"
"I selskabsskatteloven, jf. lovbekendtgørelse nr. 149 af 9. januar 2015, som ændret ved § 3 i lov nr. 202 af 27. februar 2015, foretages følgende ændringer:";"149";"2015";"selskabsskatteloven";"lovbekendtgørelse"
"I lov om vægtafgift af motorkøretøjer m.v., jf. lovbekendtgørelse nr. 185 af 18. februar 2014, som ændret ved § 2 i lov nr. 745 af 25. juni 2014, § 3 i lov nr. 1503 af 23. december 2014 og § 30 i lov nr. 1532 af 27. december 2014, foretages følgende ændring:";"185";"2014";"lov om vægtafgift af motorkøretøjer m.v.";"lovbekendtgørelse"
"I sundhedsloven, jf. lovbekendtgørelse nr. 1202 af 14. november 2014, som ændret ved § 1 i lov nr. 1536 af 27. december 2014 og lov nr. 1537 af 27. december 2014, foretages følgende ændringer:";"1202";"2014";"sundhedsloven";"lovbekendtgørelse"
"I lægemiddelloven, jf. lovbekendtgørelse nr. 506 af 20. april 2013, som ændret ved § 1 i lov nr. 518 af 26. maj 2014, foretages følgende ændringer:";"506";"2013";"lægemiddelloven";"lovbekendtgørelse"
"I vævsloven, jf. lovbekendtgørelse nr. 955 af 21. august 2014, foretages følgende ændringer:";"955";"2014";"vævsloven";"lovbekendtgørelse"
"I lov om maritime uddannelser, jf. lovbekendtgørelse nr. 466 af 8. maj 2013, som ændret ved § 4 i lov nr. 898 af 4. juli 2013, § 2 i lov nr. 520 af 26. maj 2014, § 4 i lov nr. 750 af 25. juni 2014 og § 6 i lov nr. 1377 af 16. december 2014, foretages følgende ændringer:";"466";"2013";"lov om maritime uddannelser";"lovbekendtgørelse"
"I lov om vurdering af udenlandske uddannelseskvalifikationer m.v., jf. lovbekendtgørelse nr. 579 af 1. juni 2014, foretages følgende ændring:";"579";"2014";"lov om vurdering af udenlandske uddannelseskvalifikationer m.v.";"lovbekendtgørelse"
"I lov om Det Centrale Personregister, jf. lov­bekendt­gørelse nr. 5 af 9. januar 2013, som ændret bl.a. ved § 1 i lov nr. 622 af 12. juni 2013 og senest ved § 3 i lov nr. 1488 af 23. december 2014, foretages følgende ændringer:";"5";"2013";"lov om Det Centrale Personregister";"lov­bekendt­gørelse"
"I bogføringsloven, jf. lovbekendtgørelse nr. 648 af 15. juni 2006, som ændret ved § 62 i lov nr. 468 af 17. juni 2008 og § 5 i lov nr. 1231 af 18. december 2012, foretages følgende ændringer:";"648";"2006";"bogføringsloven";"lovbekendtgørelse"
"I lov om betalingsregler for spil­de­vands­for­sy­nings­sel­ska­ber m.v., jf. lovbekendtgørelse nr. 633 af 7. juni 2010, som ændret ved § 47 i lov nr. 718 af 25. juni 2010, § 2 i lov nr. 1149 af 11. december 2012, § 1 i lov nr. 61 af 29. januar 2013, lov nr. 902 af 4. juli 2013 og § 153 i lov nr. 1520 af 27. december 2014, foretages følgende ændringer:";"633";"2010";"lov om betalingsregler for spil­de­vands­for­sy­nings­sel­ska­ber m.v.";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 879 af 26. juni 2010, som ændret senest ved § 146 i lov nr. 1520 af 27. december 2014, foretages følgende ændring:";"879";"2010";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om registrering af rettigheder over luftfartøjer, jf. lovbekendtgørelse nr. 1035 af 28. august 2013, foretages følgende ændring:";"1035";"2013";"lov om registrering af rettigheder over luftfartøjer";"lovbekendtgørelse"
"I lov om tinglysning, jf. lovbekendtgørelse nr. 1075 af 30. september 2014, foretages følgende ændring:";"1075";"2014";"lov om tinglysning";"lovbekendtgørelse"
"I konkursloven, jf. lovbekendtgørelse nr. 11 af 6. januar 2014, som ændret ved § 3 i lov nr. 84 af 28. januar 2014 og § 3 i lov nr. 737 af 25. juni 2014, foretages følgende ændring:";"11";"2014";"konkursloven";"lovbekendtgørelse"
"I lov om statstilskud til dækning af udgifter til kuldioxidafgift i visse virksomheder med et stort energiforbrug, jf. lovbekendtgørelse nr. 424 af 8. maj 2012, foretages følgende ændringer:";"424";"2012";"lov om statstilskud til dækning af udgifter til kuldioxidafgift i visse virksomheder med et stort energiforbrug";"lovbekendtgørelse"
"I lov om jordbrugets anvendelse af gødning og om plantedække, jf. lovbekendtgørelse nr. 500 af 12. maj 2013, foretages følgende ændringer:";"500";"2013";"lov om jordbrugets anvendelse af gødning og om plantedække";"lovbekendtgørelse"
"I lov om elforsyning, jf. lovbekendtgørelse nr. 1329 af 25. november 2013, som ændret bl.a. ved § 1 i lov nr. 466 af 18. maj 2011, § 2 i lov nr. 576 af 18. juni 2012 og § 1 i lov nr. 633 af 16. juni 2014 og senest ved § 1 i lov nr. 1498 af 23. december 2014, foretages følgende ændringer:";"1329";"2013";"lov om elforsyning";"lovbekendtgørelse"
"I lov om afgift af elektricitet, jf. lovbekendtgørelse nr. 310 af 1. april 2011, som ændret bl.a. ved § 1 i lov nr. 1353 af 21. december 2012, § 3 i lov nr. 1390 af 23. december 2012, § 1 i lov nr. 901 af 4. juli 2013 og § 3 i lov nr. 903 af 4. juli 2013 og senest ved § 7 i lov nr. 1532 af 27. december 2014, foretages følgende ændringer:";"310";"2011";"lov om afgift af elektricitet";"lovbekendtgørelse"
"I momsloven, jf. lovbekendtgørelse nr. 106 af 23. januar 2013, som ændret bl.a. ved § 2 i lov nr. 1637 af 26. december 2013 og § 1 i lov nr. 554 af 2. juni 2014 og senest ved lov nr. 273 af 25. marts 2015, foretages følgende ændringer:";"106";"2013";"momsloven";"lovbekendtgørelse"
"I lov om anvendelse af tvang i psykiatrien, jf. lovbekendtgørelse nr. 1729 af 2. december 2010, som ændret ved § 17 i lov nr. 647 af 12. juni 2013, foretages følgende ændringer:";"1729";"2010";"lov om anvendelse af tvang i psykiatrien";"lovbekendtgørelse"
"I lov om apoteksvirksomhed, jf. lovbekendtgørelse nr. 1040 af 3. september 2014, foretages følgende ændringer:";"1040";"2014";"lov om apoteksvirksomhed";"lovbekendtgørelse"
"I lov om tinglysning, jf. lovbekendtgørelse nr. 1075 af 30. september 2014, foretages følgende ændring:";"1075";"2014";"lov om tinglysning";"lovbekendtgørelse"
"I selskabsskatteloven, jf. lovbekendtgørelse nr. 149 af 9. januar 2015, som ændret ved § 3 i lov nr. 202 af 27. februar 2015, foretages følgende ændring:";"149";"2015";"selskabsskatteloven";"lovbekendtgørelse"
"I lov om kommunal udligning og generelle tilskud til kommuner, jf. lovbekendtgørelse nr. 798 af 24. juni 2013, som ændret senest ved § 30 i lov nr. 174 af 24. februar 2015, foretages følgende ændring:";"798";"2013";"lov om kommunal udligning og generelle tilskud til kommuner";"lovbekendtgørelse"
"I lov om folkeskolen, jf. lovbekendtgørelse nr. 665 af 20. juni 2014, som ændret ved lov nr. 1641 af 26. december 2013, § 1 i lov nr. 406 af 28. april 2014, § 13 i lov nr. 632 af 16. juni 2014 og § 2 i lov nr. 1539 af 27. december 2014, foretages følgende ændring:";"665";"2014";"lov om folkeskolen";"lovbekendtgørelse"
"I SU-loven, jf. lovbekendtgørelse nr. 39 af 15. januar 2014, som ændret ved § 1 i lov nr. 521 af 26. maj 2014, foretages følgende ændringer:";"39";"2014";"SU-loven";"lovbekendtgørelse"
"I lov om erhvervsakademiuddannelser og professionsbacheloruddannelser, jf. lovbekendtgørelse nr. 1147 af 23. oktober 2014, foretages følgende ændringer:";"1147";"2014";"lov om erhvervsakademiuddannelser og professionsbacheloruddannelser";"lovbekendtgørelse"
"I lov om specialpædagogisk støtte ved videregående uddannelser, jf. lovbekendtgørelse nr. 584 af 1. juni 2014, foretages følgende ændring:";"584";"2014";"lov om specialpædagogisk støtte ved videregående uddannelser";"lovbekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 150 af 16. februar 2015, som ændret senest ved § 3 i lov nr. 527 af 29. april 2015, foretages følgende ændringer:";"150";"2015";"lov om social service";"lovbekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 150 af 16. februar 2015, som ændret senest ved § 3 i lov nr. 527 af 29. april 2015, foretages følgende ændringer:";"150";"2015";"lov om social service";"lovbekendtgørelse"
"I lov om udendørs hold af svin, jf. lovbekendtgørelse nr. 471 af 15. maj 2014, foretages følgende ændring:";"471";"2014";"lov om udendørs hold af svin";"lovbekendtgørelse"
"I arkivloven, jf. lovbekendtgørelse nr. 1035 af 21. august 2007, som ændret ved lov nr. 1170 af 10. december 2008, foretages følgende ændringer:";"1035";"2007";"arkivloven";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret bl.a. ved § 1 i lov nr. 1488 af 23. december 2014 og senest ved lov nr. 394 af 14. april 2015, foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I lov om ferie, jf. lovbekendtgørelse nr. 202 af 22. februar 2013, som ændret senest ved § 29 i lov nr. 174 af 24. februar 2015, foretages følgende ændringer:";"202";"2013";"lov om ferie";"lovbekendtgørelse"
"I lov om DSB, jf. lovbekendtgørelse nr. 1184 af 12. oktober 2010, som ændret ved § 1 i lov nr. 1402 af 23. december 2012, foretages følgende ændring:";"1184";"2010";"lov om DSB";"lovbekendtgørelse"
"I lov om aktiv socialpolitik, jf. lovbekendtgørelse nr. 1193 af 13. november 2014, som ændret senest ved § 3 i lov nr. 523 af 29. april 2015, foretages følgende ændringer:";"1193";"2014";"lov om aktiv socialpolitik";"lovbekendtgørelse"
"I lov om friskoler og private grundskoler m.v., jf. lovbekendtgørelse nr. 917 af 13. august 2014, foretages følgende ændringer:";"917";"2014";"lov om friskoler og private grundskoler m.v.";"lovbekendtgørelse"
"I lov om efterskoler og frie fagskoler, jf. lovbekendtgørelse nr. 916 af 13. august 2014, som ændret ved § 1 i lov nr. 1539 af 27. december 2014, foretages følgende ændringer:";"916";"2014";"lov om efterskoler og frie fagskoler";"lovbekendtgørelse"
"I årsregnskabsloven, jf. lovbekendtgørelse nr. 1253 af 1. november 2013, som ændret bl.a. ved § 1 i lov nr. 1367 af 10. december 2013 og senest ved § 46 i lov nr. 1284 af 9. december 2014, foretages følgende ændringer:";"1253";"2013";"årsregnskabsloven";"lovbekendtgørelse"
"I selskabsloven, jf. lovbekendtgørelse nr. 610 af 28. april 2015, foretages følgende ændringer:";"610";"2015";"selskabsloven";"lovbekendtgørelse"
"I lov om visse erhvervsdrivende virksomheder, jf. lovbekendtgørelse nr. 1295 af 15. november 2013, som ændret ved § 2 i lov nr. 616 af 12. juni 2013, foretages følgende ændringer:";"1295";"2013";"lov om visse erhvervsdrivende virksomheder";"lovbekendtgørelse"
"I lov om værdipapirhandel m.v., jf. lovbekendtgørelse nr. 831 af 12. juni 2014, som ændret ved § 2 i lov nr. 1490 af 23. december 2014, § 4 i lov nr. 334 af 31. marts 2015 og § 1 i lov nr. 532 af 29. april 2015, foretages følgende ændringer:";"831";"2014";"lov om værdipapirhandel m.v.";"lovbekendtgørelse"
"I selskabsloven, jf. lovbekendtgørelse nr. 610 af 28. april 2015, foretages følgende ændringer:";"610";"2015";"selskabsloven";"lovbekendtgørelse"
"I lov om visse erhvervsdrivende virksomheder, jf. lovbekendtgørelse nr. 1295 af 15. november 2013, som ændret ved § 2 i lov nr. 616 af 12. juni 2013, foretages følgende ændringer:";"1295";"2013";"lov om visse erhvervsdrivende virksomheder";"lovbekendtgørelse"
"I lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme, jf. lovbekendtgørelse nr. 1022 af 13. august 2013, som ændret ved § 6 i lov nr. 268 af 25. marts 2014 og § 5 i lov nr. 403 af 28. april 2014, foretages følgende ændring:";"1022";"2013";"lov om forebyggende foranstaltninger mod hvidvask af udbytte og finansiering af terrorisme";"lovbekendtgørelse"
"I skattekontrolloven, jf. lovbekendtgørelse nr. 1264 af 31. oktober 2013, som ændret senest ved § 2 i lov nr. 1376 af 16. december 2014, foretages følgende ændringer:";"1264";"2013";"skattekontrolloven";"lovbekendtgørelse"
"I lov om forbrugerbeskyttelse ved erhvervelse af fast ejendom m.v., jf. lovbekendtgørelse nr. 148 af 15. februar 2013, som ændret ved § 45 i lov nr. 401 af 28. april 2014, foretages følgende ændringer:";"148";"2013";"lov om forbrugerbeskyttelse ved erhvervelse af fast ejendom m.v.";"lovbekendtgørelse"
"I søloven, jf. lovbekendtgørelse nr. 75 af 17. januar 2014, som ændret bl.a. ved § 1 i lov nr. 249 af 21. marts 2012 og senest ved § 1 i lov nr. 618 af 12. juni 2013, foretages følgende ændringer:";"75";"2014";"søloven";"lovbekendtgørelse"
"I lov om søfarendes ansættelsesforhold m.v., jf. lovbekendtgørelse nr. 73 af 17. januar 2014, som ændret ved § 3 i lov nr. 251 af 30. marts 2011 og § 4 i lov nr. 724 af 25. juni 2014, foretages følgende ændring:";"73";"2014";"lov om søfarendes ansættelsesforhold m.v.";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1308 af 9. december 2014, som ændret senest ved § 47 i lov nr. 524 af 29. april 2015, foretages følgende ændringer:";"1308";"2014";"retsplejeloven";"lovbekendtgørelse"
"I lov om graveadgang og ekspropriation m.v. til telekommunikationsformål, jf. lovbekendtgørelse nr. 662 af 10. juli 2003, som ændret ved § 25 i lov nr. 1231 af 18. december 2012, foretages følgende ændringer:";"662";"2003";"lov om graveadgang og ekspropriation m.v. til telekommunikationsformål";"lovbekendtgørelse"
"I lov om elektroniske kommunikationsnet og -tjenester, jf. lovbekendtgørelse nr. 128 af 7. februar 2014, foretages følgende ændringer:";"128";"2014";"lov om elektroniske kommunikationsnet og -tjenester";"lovbekendtgørelse"
"I konkurrenceloven, jf. lovbekendtgørelse nr. 700 af 18. juni 2013, som ændret ved lov nr. 1371 af 16. december 2014, foretages følgende ændringer:";"700";"2013";"konkurrenceloven";"lovbekendtgørelse"
"I lov om sygedagpenge, jf. lovbekendtgørelse nr. 43 af 23. januar 2015, foretages følgende ændringer:";"43";"2015";"lov om sygedagpenge";"lovbekendtgørelse"
